Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2023,7,24,6587.498673,6307.108696,5840.929392,5626.503446000001,5650.528471,6152.468071,7288.631676,8355.838922,8826.692046351,8513.6630934,8002.4386014,7466.9525045,7145.351160599999,6970.720654500001,6856.215408799999,6900.3779719,7373.190796899999,8916.564950200001,9798.7117985,9600.850333,9251.709283999999,8506.858387,8047.624086000001,7553.506668
2023,7,25,7162.749859,6857.197733,6337.391318,5903.290451000001,5803.801912,6256.6986210000005,7397.101038999999,8555.454569000001,8656.237502351,8090.245964400001,7556.972999400001,7073.722353499999,6794.1918396,6637.8434215,6628.776824799999,6767.0420609,7233.9117848999995,8775.4114312,9635.6605855,9466.031213,9075.356877,8355.12392,7951.160125,7486.830334
2023,7,26,7167.978867999999,6881.270828000001,6421.045109000001,5998.931675,5911.609968,6361.813628,7500.887587,8647.310169,8800.558668350997,8219.4066404,7631.493169400001,7113.395574499999,6818.1964186000005,6593.170098500001,6608.3280648,6709.8508749,7168.3833899,8563.8875632,9433.695974500002,9189.786146999999,8887.950687,8234.022756,7830.3093659999995,7440.64243
2023,7,27,7149.593343,6872.343602,6337.546799000001,5931.539331,5852.079635,6303.001483,7443.709716,8578.954697000001,8763.313981351,8221.376531400001,7681.6808914,7179.730571499999,6830.2570306,6669.1706475,6608.5385528,6652.8216939,7149.4070289,8522.3690642,9443.913345500001,9291.318049999998,9026.865735,8302.734386,7916.98589,7466.181759
2023,7,28,7105.302113,6757.150854,6229.787910000001,5813.996513,5735.555007,6134.629594,7261.887365,8319.000195,8592.082902351,8083.937109400002,7508.532948400001,6986.4970945,6714.1188426,6509.5570805,6428.3241398,6518.4197399,6916.6628719,8040.992532199999,8820.4269415,8536.790358,8244.04623,7818.150909000001,7774.123129,7504.679453
2023,7,29,7183.911327,6835.885352,6291.158568000001,5846.969169,5716.439401,5816.053748,6222.134269,6964.999126999999,7569.811547351001,7444.0417484,6980.9652054,6463.1511844999995,6111.989988599999,5838.5266035,5723.584957799999,5878.5773629000005,6367.7552779,7430.5651162,8337.4262335,8113.149991,7879.47007,7603.164860000001,7475.232155,7270.313296
2023,7,30,6833.469042999999,6456.574272,5964.636073,5651.133154,5593.102348999999,5660.373263,5927.897032,6570.342159,7253.081895351001,7215.557847399999,6821.6453044,6343.9259885,6002.6565216,5741.114661500001,5599.363003799999,5747.775958900001,6246.8559249,7307.1541392,8405.6123905,8329.388902,8096.664826000001,7617.6840870000005,7280.436872,6909.375532
2023,7,31,6529.635303999999,6267.224234,5860.3873,5618.803207,5647.780099,6100.495189,7272.457866999999,8287.278953,8498.843473350998,8013.1559164,7539.1538344,7054.3598935,6721.447629599999,6558.882623500001,6483.575418799999,6541.785223899999,6957.9848769,8360.279763200002,9252.224089500001,9019.109113,8674.671273999998,8007.594930000001,7668.636827,7347.880859
2023,8,1,7041.268776999999,6797.530943000001,6278.980388,5878.69052,5807.454949,6209.680306,7326.718729,8360.550231000001,8483.6205904,8037.4136403,7540.7254128,7094.7982541,6842.1137911,6725.8344766,6679.652236,6713.1385288,7085.891741900001,8455.063096599999,9416.861748800002,9312.153746,9017.694942,8323.188968,7921.869581,7540.377353
2023,8,2,7246.657609999999,6936.159883,6425.223357,5989.477362,5930.510267999999,6392.572491000001,7524.90586,8629.172458000001,8641.9795504,8014.878985300001,7439.603760800001,6929.203892099999,6632.686109099999,6468.1141376,6409.621259,6478.247741800001,6880.9692539,8200.039163599999,9128.6444338,9052.98866,8744.950209,8111.808118000001,7739.854559,7373.135379
