Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2014,7,1,8164.724841,7686.254587,7032.028619000001,6593.477651,6551.299905,7107.271702999999,8993.091536999998,10345.473224,10728.265696466,10356.28400837,10112.019445499998,9613.4743029,9312.893144099999,9038.0406086,8833.5088914,8886.172892699999,9745.968121400001,11312.814060499999,11833.476063029999,11521.754034999998,11155.991116,10423.853790000001,9852.869276,9052.486992999999
2014,7,2,7376.868241,7008.516954,6428.931925,6019.741039,5952.316527,6382.7677459999995,7685.9039250000005,8829.582312999999,8967.575092466,8778.51806737,8447.4580845,8020.1246778999985,7802.436302100001,7632.9243876,7562.5856394,7553.7479367000005,8018.617647399999,9447.059410500002,9842.99078303,9448.634307999999,9289.942401000002,8623.804584000001,8262.622187,7838.555537
2014,7,3,7438.787069999999,7078.440554000001,6496.826166000001,6093.210502999999,6043.042437,6475.79805,7848.410027,9220.285514,9468.383972466001,9103.15375837,8664.0829065,8075.966930899999,8079.9846531,7906.885091599999,7819.0378414,7885.043729700001,8565.360282399999,9673.229870500001,9844.54197903,9935.551806000001,9750.610463,9073.096987,8711.218417,8163.436405
2014,7,4,7708.5077089999995,7336.39344,6758.482182000001,6321.72699,6234.7641189999995,6690.023671,8039.518979,9392.012764,9705.827395466,9346.28797737,9044.253655499999,8738.1520269,8543.6348481,8306.810656599999,8193.8103754,8349.5312607,9019.6991104,10406.3572435,10707.447778029999,10375.260091,10114.614695,9550.712645000001,9353.407197000002,8860.569699
2014,7,5,8132.674633,7613.418350000001,6920.605421,6433.8347,6236.717782000001,6367.057995,6862.984442,7743.819978,8990.641920466,9242.05583537,8802.083060499997,8170.7106709,7556.2510831,7264.4000076,7153.2278984,7422.230635700001,8225.3894054,9809.7925445,10150.176351029999,9676.529524,9267.337069,8765.947156999999,8475.525797000002,7968.550411
2014,7,6,7368.672217,6877.691261,6344.041708000001,6048.798902,5958.37727,6040.978559,6389.699665,7036.503395,8015.8842044660005,8432.758899370001,8183.9025795,7741.461504899999,7426.155984100001,7153.7148516,7005.1962894,7171.418415700001,7946.0086594,9677.5879015,10281.815805029999,10092.431798,9835.236565,9220.664883000001,8524.369343,7861.29529
2014,7,7,7345.230933000001,7072.534697,6647.0010569999995,6386.412520999999,6392.517781,6941.8197040000005,8624.75662,10104.866166999998,10658.218712466,10518.063869369998,10116.560557499997,9664.4686479,9358.365377099999,9098.056915599998,8945.6150334,9158.3556667,10043.3635214,11352.2277645,11595.19853403,11151.530238,10847.889436999998,10024.818398,9404.240857,8665.988211999998
2014,7,8,8071.595055,7616.673157,6944.803624,6486.102997,6402.042349,6903.055692999999,8596.038341,10045.022283,10504.513499466,10282.34225837,9928.7590465,9565.6890349,9337.9292241,9228.654109599998,9120.2172054,9183.126231699998,9872.1691814,11090.8444255,11480.760661029999,11079.502993,10699.894913999999,9993.394987,9455.485167,8704.523048999998
2014,7,9,8068.9682410000005,7614.176954,6936.541925,6477.011039,6391.856527,6919.167746,8549.433925,9888.152312999999,10244.825092466,10047.26806737,9754.328084499999,9364.234677899998,9091.8063021,8889.3843876,8798.4556394,8939.637936699999,9522.9576474,10859.139410500002,11233.730783030001,10836.124308,10528.932401000002,9819.084584,9379.002187,8709.595537000001
2014,7,10,8053.56707,7591.1805540000005,6913.596166,6483.630502999999,6393.612437,6886.74805,8486.120027,9842.175513999999,10229.903972466002,10077.82375837,9766.3929065,9334.216930899998,8995.4546531,8716.195091599999,8570.0178414,8621.0737297,9248.3702824,10532.0498705,10969.80197903,10641.651806000002,10414.040463000001,9722.826987,9325.458417,8613.506405
2014,7,11,7902.726504,7483.008001,6837.809667,6372.956532,6266.412188,6722.923180999999,8149.905033999999,9502.211605999999,9961.093827466,9870.28971037,9538.695637499999,9024.2256449,8758.662596099999,8404.9018836,8168.082043399999,8252.6804727,8849.035187399999,10020.249454499999,10376.11821503,9998.713711999999,9642.845284999998,9116.346728,8960.254266,8492.598468999999
2014,7,12,7911.885198999999,7387.877590000001,6724.232847,6233.213223,6054.701601,6186.934812,6639.380149,7425.9270639999995,8658.444651466,9191.011811370001,8947.198525499998,8515.6272089,8015.435349100001,7702.3186036,7640.9314234,7908.7121987,8463.8145804,9714.971508499999,10028.85932103,9564.869324,9244.760598,8791.572557000001,8521.480954999999,8010.685848
2014,7,13,7388.002409,6902.971728,6353.649596,6014.085862,5940.565536,6000.923849,6287.730783,6914.290824,7862.730589466,8657.46168737,8739.661724499998,8455.0690199,8165.678425099999,7748.590150600001,7419.1026164,7452.559159700001,7867.3898854,9282.3973185,9842.85145603,9590.177813,9284.038605999998,8714.805262,7995.4011869999995,7388.98903
2014,7,14,6857.570599000001,6489.242735000001,6046.404286,5829.5381879999995,5850.841873,6325.961274,7517.793992,8666.727206,9211.185116466,9290.58786637,9087.499804499997,8848.194208899999,8689.3246621,8584.659135599999,8509.9668714,8634.861293699998,9148.658951399999,10340.777698500002,10720.632947029999,10402.392045,10059.654008999998,9319.33339,8919.375508,8349.520318
2014,7,15,7815.9569360000005,7451.323776,6822.702081,6385.21753,6300.103849,6762.121056,8005.819266,9240.24441,9790.770402466002,9712.99765037,9364.8165075,9053.6107099,8793.490000099999,8697.4755216,8600.622181399998,8640.919487699999,9126.6960954,10437.6810195,10987.42429203,10709.007916999999,10421.295705999999,9797.033494,9328.536538,8628.209157
2014,7,16,8005.841386,7589.300313000001,6958.645913,6468.823799,6381.782178,6755.731124,8015.62923,9357.182348,9995.115402465999,9938.63561037,9546.6728355,9102.4002829,8749.0029141,8514.8333966,8416.5024864,8537.5246747,9351.934402400002,10676.4383865,11003.23392003,10648.973172,10289.716165,9656.831043000002,9237.722921,8419.054419
2014,7,17,7808.660784,7393.994227,6758.910813,6318.641337,6233.074641,6653.073713,7938.214699,9285.257454999999,10067.820961465999,10120.501828370001,9769.299132499998,9259.820793899999,8927.885096099999,8793.2436926,8717.6166374,8902.090045699999,9495.4935234,10642.055051500001,11066.345736029998,10744.878956,10497.099588000001,9803.251982000002,9315.487871,8599.588515
2014,7,18,7923.85571,7449.299744,6783.076069000001,6301.556535,6188.0981489999995,6654.127576,7812.57369,9096.300926,9737.322775466,9691.64112137,9366.846766499997,8928.0228269,8673.592140099998,8415.472414599999,8265.6499504,8340.1611187,8894.1155094,10106.3793635,10414.65503803,10099.827038,9851.086827,9326.909593,9194.411893,8709.262148
2014,7,19,8123.4583330000005,7581.122679000001,6853.863713000001,6362.130903,6193.238153,6318.566966,6807.604238999999,7646.236121000001,8897.926552466,9198.63208937,8724.298215499999,7911.1172699,7411.1564361,7152.7215066,6960.2956894,7019.2601527,7663.260842400001,9210.849131500001,9775.12183103,9478.114533,9196.805371,8773.292453,8576.610392,7989.270631
2014,7,20,7289.777601000001,6819.557196000001,6309.68144,6000.966855000001,5908.004883,5992.193975,6317.617655,6924.698923,7929.119664466,8326.90441237,7949.241623500001,7345.0351209,6966.283244100001,6674.727982599999,6574.951608400001,6658.3680677,7170.5500924,8813.4770295,9761.80153603,9607.392353,9376.651311,8790.316536,8217.963925,7568.820338
2014,7,21,7029.154868,6728.684993,6297.644962,6088.161806,6116.499828999999,6572.801262,7808.255015,9230.857828999999,9912.300959466,9774.74955937,9413.570576499998,8915.4996629,8578.5209321,8328.847805599999,8127.5816174,8057.069329700001,8477.5405124,9884.8364445,10478.58943703,10222.938365,9926.058885999999,9320.944691,8864.223566,8187.164466
2014,7,22,7731.325727,7373.861965,6796.045711,6381.397698000001,6298.383063,6741.109928,8090.811902,9407.541157,9852.683742465999,9640.51606537,9178.594589499999,8732.2013139,8360.886657099998,8110.2011035999985,7880.1154384,7876.9163917000005,8270.382125400001,9559.3329645,10122.784250029998,9757.074542,9422.473979999999,8847.379014999999,8531.631227,7941.193391
2014,7,23,7539.818348,7192.612914,6577.301026,6140.505964999999,6051.940586000001,6439.912058,7506.175744,8391.840403999999,8846.216713466,8725.126639369999,8511.905253499997,8252.2397379,8100.876866100001,8068.9012866,8008.2819514,8053.6401567,8469.2502394,9343.683152500002,9483.453951029998,9034.278548,8672.156065,8068.580679,7877.992564,7630.905118000001
2014,7,24,7319.63841,7045.124865000001,6511.99754,6113.844359,6024.876179999999,6456.493891,7580.001947000001,8625.758842,9171.758434465999,9129.10379237,8898.179048499998,8668.8493819,8516.7821621,8398.7246406,8285.8544774,8291.2788767,8764.5335744,9944.1308895,10470.175168029999,10268.582819000001,10067.783758000001,9400.449222000001,9090.196652999999,8553.164741999999
2014,7,25,7967.9268250000005,7549.784422000001,6880.570313000001,6476.793775,6381.127211999999,6837.718599,8076.479297000001,9325.539632,9915.363534466,9815.96651037,9434.987491499998,8930.7883639,8593.981033099999,8265.424058599998,8060.1075134,8080.7079297,8517.3020814,9746.767439500001,10294.335060029998,9991.761654,9727.98045,9277.14136,9105.868656,8672.507
2014,7,26,8079.4874709999995,7552.252600000001,6868.702073,6399.191061,6210.126898,6313.944923999999,6769.96991,7694.113139,8900.182354466,9077.694824369999,8548.765228499999,7855.4232509,7327.752019100001,7017.499677600001,6825.2207564,6935.8762707000005,7518.2415414,9038.3766065,9755.24151903,9379.912892999999,9051.904916,8555.066201,8271.383405,7816.777384
2014,7,27,7275.713595,6782.809879,6247.121661000001,5926.271954,5819.467318,5921.581192,6238.522426,6865.863272,7989.600484466,8768.89084437,8854.415862499998,8636.8321999,8420.5781851,8331.031480599999,8245.265315399998,8646.707044699999,9371.4188524,10224.6019345,10528.640701029999,10215.781845,9814.958329,9048.423766,8278.150018,7609.6822649999995
2014,7,28,7114.995073000001,6815.399696,6326.920692000001,6093.665446,6118.797571,6690.467571,8164.631676,9655.740721999999,10138.887315466,9979.52201637,9608.812372499999,9160.9885079,8871.5805231,8693.204634599999,8490.531517399999,8417.949399699999,8920.1403544,10401.607460500001,11111.19871603,10864.930632999998,10525.298383999998,9779.476087000001,9246.595086000001,8477.498968
2014,7,29,7849.466259000001,7462.228733,6851.932618,6394.452451,6287.601012,6800.838121,8397.981039,9859.596368999999,9966.172771466001,9550.152387369999,9139.968170499998,8702.9249569,8426.8356021,8221.144601599999,8147.5941334,8237.3162887,8766.8443424,10253.8863415,10923.728603029998,10698.739613,10323.065877,9613.19782,9141.756725,8406.285134
2014,7,30,7854.515268,7477.431828000001,6935.476409000001,6490.073675,6396.809068,6906.913127999999,8536.927587,9951.571969,10113.013937466,9679.457763370001,9220.6893405,8741.7974779,8428.0619811,8098.154978599999,8089.294173400001,8122.6257027,8669.0336474,10044.5308735,10726.89159203,10426.339347,10137.653987000002,9479.655456,8984.909166,8312.75253
2014,7,31,7831.369743,7475.534602000001,6850.948099,6422.661330999999,6338.628735,6848.990983,8490.409716,9882.856496999999,10075.199250466001,9683.057654369999,9276.347062499999,8832.7824749,8473.302593100001,8257.6055276,8111.564661400001,8040.9365217,8654.9772864,10003.742374500001,10736.39896303,10527.71125,10273.009035000001,9556.887086,9100.45569,8399.851859
2014,8,1,7791.328513,7343.801854,6740.659210000001,6300.798513,6216.624107,6676.3590939999995,8176.887365,9619.941995,9858.785218199999,9500.3573202,9047.6097436,8557.4400204,8274.8971823,7980.1452037,7796.471379400001,7803.4571604,8257.0594576,9483.156055799998,10092.329787179999,9770.278758,9475.915229999999,9004.014809,8932.269729,8468.724252999998
2014,8,2,7890.777727,7426.566352000001,6801.249868000001,6328.111169,6186.4785010000005,6326.983248,6793.634269,7667.540927,8619.7638632,8722.6919592,8229.522000599998,7593.9341104,7254.6583283,6963.894726700001,6814.252197399999,6907.0347834,7342.851863600001,8749.558639799998,9600.83907918,9303.628391,9031.029069999999,8623.438760000001,8366.738755000002,7980.278096000001
2014,8,3,7410.285443,6971.425272,6452.567373,6113.345154000001,6051.321448999999,6156.092763000001,6479.177032,7170.323959,8032.7742112,8313.880558199999,7943.3006996,7438.432314399999,7109.7704613000005,6834.315584700001,6653.519043400001,6734.040579400001,7183.819510599999,8594.145262799999,9700.50413618,9588.769202,9339.883926,8716.961787,8059.717871999999,7513.747832
2014,8,4,7048.951704,6773.445234000001,6341.1386,6079.885207,6111.259199,6633.584689,8122.907867,9581.160752999998,9764.145789199998,9419.9186272,9068.2792296,8627.3362194,8259.521569300001,8041.583546700001,7868.8114584,7825.8398444,8335.7384626,9815.2408868,10546.965835179999,10289.329413,9948.690374,9251.112630000001,8805.747827000001,8206.563159
2014,8,5,7710.095177,7395.111943000001,6791.601688,6366.6025199999995,6289.404049,6751.389805999999,8255.268729000001,9660.212031000001,9861.9325662,9578.225159200001,9203.717965599999,8813.1496154,8588.115277300001,8460.048714699999,8329.082593399999,8222.402057399999,8623.4033616,9991.465203799999,10758.17684518,10549.772146,10265.453941999998,9573.122868,9087.116181000001,8430.632152999999
2014,8,6,7934.38401,7534.560883,6939.024657,6478.349362,6416.5293679999995,6939.101991,8599.515860000001,9933.324258,10024.9815262,9555.045204200002,9101.247313599999,8633.454553399999,8335.119395300002,8099.1820757,7940.5304164,7902.6618704,8367.1185736,9730.0896708,10474.06713018,10288.801860000001,9992.643509000001,9348.850818,8854.314358999998,8161.775479
2014,8,7,7740.862414,7405.28509,6818.781679000001,6397.378735,6292.409393,6769.003395,8346.981017,9708.659151999998,9720.437541199999,9356.2569162,8942.9398786,8429.3097734,8109.9394213000005,7877.8876857000005,7743.462560399999,7679.461280400001,8046.4781466,9400.1966818,10198.40208518,10005.315072,9622.45353,8953.344964000002,8492.744368,7872.883661000001
2014,8,8,7480.943851,7144.38996,6604.364458000001,6166.73924,6130.789325999999,6615.647476,8003.233271,9302.945419999998,9416.708590199998,9047.877035200001,8687.9462066,8355.4351854,8078.8363693,7942.1796547,7729.8308904000005,7753.3337084,8287.9288266,9202.4057238,9787.289799179998,9546.035438,9265.502278,8757.148187,8721.650878,8387.964011999999
2014,8,9,7814.584484,7345.293469,6730.861402,6301.425456,6132.194743999999,6325.287692999999,6814.636028,7751.542615,8784.0997642,8924.9069002,8396.123483599999,7711.6632504,7315.2776023,7086.0391387,6943.7680574000005,7017.2258334,7442.669960599999,8904.969990799998,9950.64628818,9656.437779,9359.294326,8913.91209,8616.737693,8131.431879
2014,8,10,7514.854537,7067.467526,6566.063627,6238.820141,6124.007938,6266.143958,6602.188939000001,7335.571618000001,8349.105863199999,8687.4391312,8262.0046946,7626.4405504,7260.2661633,6967.495228700001,6783.6874774,6932.4534464,7624.3110786,9201.0651838,10182.081963179999,10011.501525,9731.544937,9058.947721,8231.270874,7526.412701
2014,8,11,7035.6785709999995,6725.931384,6309.8223960000005,6064.604687,6096.485296000001,6671.431654,8364.934538,9886.055063999998,10191.569424199999,9958.2299602,9624.8698986,9175.6383844,8832.5583613,8612.665352699998,8419.4675714,8388.309017399999,8890.1906346,10181.1599538,10842.166668179998,10500.874125,10138.631599999999,9354.557491,8696.795373,8025.542944
2014,8,12,7573.589345,7244.452829,6646.00836,6205.09921,6131.480147,6607.85166,8118.593763,9459.549535,9745.389251199998,9734.1795122,9702.1803356,9516.9212434,9252.2273493,8967.052734699999,8655.0896834,8479.6832684,8789.8013066,9938.0505978,10587.08226918,10330.362352999999,9972.350402,9233.764742000001,8759.485451,8091.011056
2014,8,13,7606.769877,7231.643927000001,6631.623138000001,6162.801965,6058.282865,6548.162636,8083.308341,9396.225251999998,9463.7595532,9110.140278199999,8733.4938876,8330.9695754,8037.415462300001,7920.091149700001,7791.5945204,7785.0166094,8216.1186746,9468.014651799998,10198.98816118,9929.389288,9631.465401,8920.793887,8499.544297999999,7965.970077
2014,8,14,7522.018457,7203.590529000001,6641.408796000001,6216.545064,6129.763688,6591.628616,8094.229243000001,9387.401557,9402.4977432,9036.3717112,8709.203132599998,8279.201549399999,8039.0658263,7854.6777537,7737.417718399999,7585.3981284,7884.870306600001,9109.445871799999,9967.254414179999,9770.917284,9518.159299,8851.912197,8483.11614,7962.536344000001
2014,8,15,7610.455712999999,7242.456124,6684.106132000001,6261.531389,6211.3910129999995,6660.826092,8026.296248000001,9318.197978999999,9413.4550972,9119.5541532,8788.481613599999,8365.8408824,8003.773949299999,7710.3309347,7521.1244824000005,7423.338531400001,7669.070196600001,8652.028208799999,9466.65786218,9166.424073,8928.854778,8379.528128,8351.216093000001,8027.20615
2014,8,16,7612.340789,7218.513428,6638.733171000001,6201.067129,6055.021798,6207.152730999999,6675.025899,7465.69138,8203.9581382,8201.7336112,7740.6252856,7194.2579313999995,6892.9873143,6669.2439687000015,6541.1857184,6545.828360400001,6797.306471600001,7565.8172408,8613.07083718,8197.421326,7892.818612,7609.587673999999,7520.812431,7275.794822
2014,8,17,6818.426424,6509.929491,6071.950522,5798.607502000001,5729.378594,5866.960894999999,6168.729464,6750.0612790000005,7351.2226372000005,7464.6946292,7269.2794606,7002.946611399999,6733.1175633,6524.5476637,6427.8291924000005,6481.6868114,6667.8624376,7329.5164828,8253.277755179999,7857.213906000001,7611.388404,7186.329371000001,6926.924907999999,6689.614131
2014,8,18,6456.982169,6218.442273000001,5871.088603000001,5635.8353799999995,5618.227218,6059.331513,7111.384351000001,7934.458057000001,8222.7872222,8263.9715372,8171.2607505999995,7918.203809399999,7836.9413323,7758.028125700001,7685.336842399999,7597.0313154,7802.916403599999,8843.001699799997,9590.826793179998,9317.344925999998,8988.503964,8329.855938,8042.778818,7748.898539000001
2014,8,19,7451.082254000001,7176.444771,6632.846092000001,6291.186381,6221.631358,6743.448982999999,8163.941818,9343.578486999999,9471.975399199999,9167.6945322,8863.379161599998,8494.3997594,8215.3729633,8030.8837217,7901.0182264,7824.7608184,8189.261558599999,9175.702781799999,10074.11270418,9828.094875,9496.258775,8902.032593000002,8555.206216,8036.746024
2014,8,20,7668.091581000001,7338.818501000001,6766.518927000001,6345.576628,6327.350634,6838.8354,8369.137372,9514.450589,9543.9385282,9103.0272342,8789.3673226,8346.7881184,8095.248571300001,7900.6753087,7774.978730400001,7711.562735400001,7969.7979276,9017.8345718,9829.545054179998,9562.935974,9258.091632,8586.535971000001,8131.493424,7721.421949
2014,8,21,7356.752611,7044.145332,6485.215511,6062.133551999999,6019.936202,6508.7504850000005,7869.685108,9056.055817999999,9223.368628199998,8989.3423962,8756.8289886,8350.386653399999,7965.4252883,7806.0359947,7693.9188774,7601.3189004000005,7771.1653856,8653.0087238,9484.13201018,9251.767453,8963.434831999999,8212.552705,7949.5880449999995,7603.31686
2014,8,22,7253.411326,6962.153398,6400.351853,6000.273613,5943.952558999999,6407.760548,7638.747788,8702.215494999999,8782.250299199999,8639.8527662,8412.0059606,8179.199690399999,7973.311123299999,7882.938679700001,7728.2153114,7685.2079584,7872.350376599999,8648.1689788,8950.810504179999,8431.411494,8057.130967,7634.550337000001,7712.976925,7629.626349
2014,8,23,7271.66753,6873.282641,6288.648555000001,5869.909240999999,5758.876132,5863.833377,6222.988102,6847.865664999999,7525.2922932,7824.7981502,7590.2420436,7164.9502133999995,6912.852928300001,6741.1176247,6634.8378684,6727.4648344,7032.9705186,7750.420732799999,8505.339674179999,8052.758267,7732.471948,7420.126517000001,7296.793180999999,7143.508688
